Wavelength,reference_01,reference_02,reference_03,reference_04,reference_05,reference_06,reference_07,reference_08,reference_09,reference_10,reference_11,reference_12
1250.000000,0.253226,0.455858,0.201934,0.474720,0.178729,0.414657,0.300456,0.352222,0.324559,0.144717,0.396434,0.285152
1252.000000,0.252580,0.455954,0.200182,0.474111,0.179475,0.415583,0.298192,0.352658,0.326334,0.143776,0.397359,0.282632
1254.000000,0.251343,0.458358,0.200375,0.476747,0.181249,0.415267,0.299870,0.351908,0.325832,0.144177,0.397214,0.281043
1256.000000,0.253454,0.457478,0.198399,0.472941,0.180664,0.415194,0.298140,0.351712,0.326349,0.146723,0.396559,0.280611
1258.000000,0.253280,0.458988,0.198959,0.472315,0.182671,0.415138,0.298466,0.348487,0.328959,0.147785,0.396474,0.279927
1260.000000,0.253073,0.459972,0.198301,0.471591,0.183089,0.414179,0.296197,0.347492,0.327064,0.146214,0.396678,0.280391
1262.000000,0.253101,0.460312,0.196393,0.472650,0.183856,0.413789,0.296788,0.346266,0.327307,0.149101,0.397648,0.278882
1264.000000,0.251475,0.458448,0.197234,0.469910,0.186578,0.413123,0.296268,0.345133,0.328617,0.148712,0.397079,0.277749
1266.000000,0.251721,0.461487,0.194411,0.469333,0.185571,0.412248,0.295720,0.343233,0.328263,0.148023,0.396670,0.278296
1268.000000,0.250570,0.461530,0.193801,0.467524,0.187395,0.410477,0.293652,0.342791,0.330246,0.147721,0.396562,0.276685
1270.000000,0.252357,0.460906,0.192108,0.468098,0.187384,0.407735,0.290988,0.340084,0.327474,0.147918,0.396204,0.273989
1272.000000,0.249975,0.461251,0.191075,0.465924,0.186487,0.405917,0.291837,0.337188,0.326825,0.148199,0.395377,0.270534
1274.000000,0.248446,0.461915,0.190531,0.462130,0.186904,0.406357,0.289437,0.333984,0.326226,0.148011,0.394598,0.270059
1276.000000,0.246784,0.460563,0.188371,0.462472,0.185469,0.402491,0.287088,0.334711,0.325668,0.146725,0.392337,0.269803
1278.000000,0.247229,0.460078,0.186661,0.460869,0.187187,0.401895,0.287008,0.331210,0.325860,0.147673,0.393477,0.267369
1280.000000,0.243374,0.461282,0.186919,0.456908,0.185557,0.400435,0.284439,0.325888,0.320778,0.145134,0.390341,0.264536
1282.000000,0.242229,0.459616,0.183089,0.457269,0.182620,0.395740,0.280718,0.323408,0.319727,0.144805,0.388949,0.263485
1284.000000,0.240053,0.456161,0.181184,0.453339,0.183455,0.394531,0.279350,0.319966,0.319256,0.142340,0.388495,0.262561
1286.000000,0.237125,0.455706,0.180532,0.448843,0.182734,0.390181,0.274591,0.317148,0.317689,0.141923,0.385419,0.258061
1288.000000,0.235627,0.455317,0.177353,0.447446,0.181224,0.387660,0.273774,0.313936,0.315354,0.141150,0.383004,0.255751
1290.000000,0.232487,0.452678,0.176891,0.445993,0.180363,0.385318,0.271576,0.308276,0.312039,0.140023,0.382214,0.253056
1292.000000,0.232734,0.450791,0.172388,0.443113,0.179164,0.382339,0.267999,0.307256,0.308255,0.135942,0.378748,0.250920
1294.000000,0.230095,0.448832,0.171958,0.438665,0.175938,0.377345,0.264287,0.302453,0.308668,0.135562,0.378647,0.248814
1296.000000,0.225453,0.446069,0.166654,0.438034,0.171718,0.374252,0.260856,0.295875,0.302366,0.133232,0.373163,0.245010
1298.000000,0.224184,0.444072,0.166860,0.431797,0.174252,0.370838,0.255397,0.293047,0.298409,0.130708,0.370888,0.241659
1300.000000,0.221239,0.443605,0.160392,0.429209,0.169338,0.365907,0.254023,0.286985,0.296973,0.129263,0.367051,0.238754
1302.000000,0.217586,0.437779,0.159459,0.425722,0.165732,0.362170,0.251294,0.282140,0.293988,0.126807,0.365452,0.236534
1304.000000,0.213678,0.436895,0.155102,0.421177,0.164708,0.357157,0.246374,0.277835,0.289003,0.122568,0.362875,0.233098
1306.000000,0.210042,0.435981,0.153166,0.417738,0.162111,0.353622,0.241364,0.271260,0.287096,0.121042,0.360430,0.227296
1308.000000,0.206440,0.431076,0.148596,0.413600,0.160276,0.347996,0.234870,0.264116,0.279790,0.118480,0.357040,0.225780
1310.000000,0.204148,0.428606,0.146278,0.409832,0.157067,0.344179,0.231057,0.260320,0.275543,0.114693,0.352542,0.220666
1312.000000,0.200341,0.425146,0.142482,0.406013,0.150977,0.338054,0.227205,0.255043,0.271074,0.111999,0.350259,0.215940
1314.000000,0.196816,0.421446,0.139555,0.400893,0.149208,0.334723,0.221246,0.248800,0.266898,0.108454,0.344645,0.212529
1316.000000,0.191088,0.417753,0.135896,0.396198,0.147738,0.328490,0.214854,0.242818,0.262751,0.105253,0.339689,0.207476
1318.000000,0.186936,0.413456,0.131787,0.389388,0.142435,0.321670,0.210155,0.236966,0.258126,0.101419,0.335132,0.206444
1320.000000,0.182224,0.409929,0.126198,0.385523,0.139842,0.314982,0.205737,0.228328,0.249680,0.099082,0.332201,0.202775
1322.000000,0.178899,0.404814,0.123563,0.380806,0.136853,0.309483,0.201759,0.223073,0.243939,0.093505,0.328984,0.196176
1324.000000,0.174628,0.403383,0.119625,0.373960,0.133786,0.303356,0.195695,0.215733,0.240641,0.089441,0.323698,0.191401
1326.000000,0.169761,0.399399,0.115308,0.371901,0.127760,0.297323,0.188493,0.209752,0.234714,0.085772,0.319981,0.186187
1328.000000,0.163622,0.393645,0.112815,0.364537,0.125055,0.291333,0.183941,0.203162,0.229419,0.082914,0.314278,0.182984
1330.000000,0.157477,0.391298,0.107564,0.360144,0.119131,0.285972,0.178666,0.195873,0.221544,0.077116,0.309601,0.177242
1332.000000,0.156413,0.387599,0.100989,0.353585,0.118563,0.280438,0.173499,0.189520,0.217174,0.076260,0.304528,0.172902
1334.000000,0.149098,0.381113,0.098548,0.346781,0.111313,0.273828,0.166632,0.182662,0.210164,0.070372,0.300396,0.167229
1336.000000,0.144655,0.378542,0.093382,0.341459,0.107283,0.267838,0.160679,0.172390,0.204184,0.068016,0.295545,0.164153
1338.000000,0.141433,0.374032,0.090655,0.335912,0.101839,0.259643,0.153564,0.166724,0.201291,0.062307,0.291071,0.157976
1340.000000,0.135950,0.371058,0.085830,0.331070,0.099314,0.253262,0.148089,0.158117,0.192275,0.058205,0.286690,0.155489
1342.000000,0.130090,0.365698,0.081754,0.324553,0.095317,0.246035,0.142581,0.150924,0.187468,0.054091,0.282647,0.149545
1344.000000,0.125025,0.360256,0.076467,0.319913,0.091002,0.242272,0.133669,0.144321,0.180193,0.051929,0.275132,0.143269
1346.000000,0.119683,0.356758,0.072988,0.314067,0.085222,0.232469,0.130135,0.137760,0.176120,0.043506,0.271079,0.141003
1348.000000,0.113908,0.349927,0.067473,0.308732,0.083399,0.225190,0.122780,0.130007,0.167606,0.042726,0.267504,0.132352
1350.000000,0.110585,0.344290,0.064433,0.303263,0.078483,0.221060,0.115730,0.122341,0.162302,0.036906,0.260704,0.129527
1352.000000,0.105297,0.342280,0.061910,0.298157,0.072968,0.215843,0.111349,0.114699,0.156837,0.034192,0.256826,0.125317
1354.000000,0.100398,0.338936,0.056443,0.293157,0.070834,0.208901,0.105981,0.108002,0.149998,0.030664,0.250950,0.121088
1356.000000,0.095331,0.334571,0.052998,0.287089,0.065693,0.201337,0.100932,0.100309,0.144840,0.025263,0.248195,0.118457
1358.000000,0.092029,0.330789,0.048092,0.281405,0.060602,0.196114,0.095950,0.094609,0.138977,0.023306,0.241590,0.111030
1360.000000,0.087048,0.324721,0.045841,0.275073,0.056929,0.189184,0.088995,0.086405,0.132277,0.018785,0.240467,0.106202
1362.000000,0.083130,0.320993,0.040564,0.271446,0.054454,0.184029,0.083566,0.078855,0.127497,0.014398,0.234724,0.103078
1364.000000,0.073986,0.318334,0.036138,0.267409,0.049293,0.177571,0.077351,0.075006,0.120693,0.011416,0.229169,0.099391
1366.000000,0.071652,0.313139,0.032154,0.259978,0.044576,0.172868,0.071668,0.068779,0.118044,0.006303,0.225737,0.094169
1368.000000,0.070363,0.309649,0.029258,0.256727,0.040121,0.169506,0.068064,0.061921,0.112121,0.004980,0.222454,0.092381
1370.000000,0.066602,0.306451,0.024891,0.250768,0.038884,0.161972,0.062281,0.057076,0.107910,0.000068,0.217486,0.087911
1372.000000,0.061745,0.304551,0.021614,0.246803,0.035942,0.156546,0.059132,0.052972,0.104293,0.000000,0.213400,0.080930
1374.000000,0.057197,0.298239,0.020240,0.244980,0.033127,0.152776,0.053562,0.045382,0.098683,0.000000,0.210988,0.080088
1376.000000,0.054069,0.296797,0.016412,0.239936,0.029697,0.148284,0.052096,0.041822,0.094937,0.000000,0.205982,0.074200
1378.000000,0.050702,0.293299,0.010969,0.236755,0.025005,0.143487,0.047410,0.036200,0.090292,0.000000,0.204628,0.074072
1380.000000,0.045542,0.291444,0.009495,0.234653,0.023888,0.138754,0.044023,0.032087,0.086242,0.000000,0.200939,0.068901
1382.000000,0.044926,0.288620,0.008121,0.230504,0.021894,0.134554,0.040641,0.027523,0.082779,0.000000,0.199419,0.065626
1384.000000,0.043231,0.285553,0.004814,0.228085,0.019915,0.132462,0.034347,0.026303,0.080019,0.000000,0.196058,0.063630
1386.000000,0.040775,0.282639,0.002693,0.223172,0.018115,0.130393,0.035055,0.019135,0.076530,0.000000,0.195332,0.061522
1388.000000,0.036407,0.280651,0.000000,0.221615,0.016002,0.126746,0.030006,0.017153,0.073610,0.000000,0.191688,0.058886
1390.000000,0.035694,0.278006,0.000080,0.219765,0.012266,0.126504,0.028290,0.015006,0.070947,0.000000,0.192300,0.054914
1392.000000,0.034280,0.277249,0.000000,0.216006,0.013464,0.120190,0.025953,0.012214,0.068738,0.000000,0.186956,0.053875
1394.000000,0.031319,0.275276,0.000000,0.216563,0.010627,0.119070,0.026398,0.010016,0.066677,0.000000,0.185418,0.055060
1396.000000,0.031509,0.275376,0.000000,0.215422,0.011175,0.119206,0.023899,0.008608,0.065308,0.000000,0.183877,0.052529
1398.000000,0.028042,0.271874,0.000000,0.213607,0.006273,0.116205,0.022096,0.006015,0.064293,0.000000,0.183235,0.050962
1400.000000,0.028357,0.274573,0.000000,0.211612,0.007425,0.117373,0.020962,0.005755,0.063035,0.000000,0.183447,0.049990
1402.000000,0.028042,0.271945,0.000000,0.212274,0.005610,0.114671,0.020281,0.004746,0.062041,0.000000,0.181729,0.049832
1404.000000,0.026105,0.271638,0.000000,0.211138,0.005330,0.113421,0.020191,0.006956,0.063541,0.000000,0.181092,0.048452
1406.000000,0.025664,0.271651,0.000000,0.212536,0.007032,0.114523,0.017868,0.006552,0.064573,0.000000,0.182972,0.048696
1408.000000,0.025804,0.269599,0.000000,0.213131,0.005895,0.115219,0.018443,0.005565,0.062911,0.000000,0.179156,0.046641
1410.000000,0.026452,0.272486,0.000000,0.214194,0.004818,0.115634,0.018355,0.006219,0.064430,0.000000,0.181544,0.047658
1412.000000,0.028324,0.271195,0.000000,0.211059,0.004704,0.117039,0.019093,0.007287,0.063733,0.000000,0.181410,0.049293
1414.000000,0.027778,0.270200,0.000000,0.212179,0.006264,0.118683,0.022404,0.010179,0.064963,0.000000,0.181364,0.049977
1416.000000,0.028872,0.271991,0.000000,0.214308,0.006752,0.119074,0.024133,0.011119,0.067252,0.000000,0.183811,0.049098
1418.000000,0.029355,0.274357,0.000000,0.215815,0.007349,0.121631,0.026067,0.013874,0.069607,0.000000,0.185453,0.051602
1420.000000,0.031443,0.272666,0.000000,0.216761,0.008076,0.123352,0.025821,0.016965,0.070252,0.000000,0.185245,0.052561
1422.000000,0.034707,0.277274,0.000000,0.221482,0.009651,0.125467,0.028881,0.018602,0.072858,0.000000,0.186312,0.053775
1424.000000,0.033438,0.276332,0.000000,0.222484,0.011864,0.128203,0.031759,0.021822,0.074770,0.000000,0.187602,0.053030
1426.000000,0.036642,0.278656,0.000000,0.222274,0.012566,0.131425,0.033480,0.026110,0.077143,0.000000,0.191149,0.057273
1428.000000,0.039336,0.280503,0.000000,0.227810,0.014379,0.132915,0.036894,0.028163,0.080689,0.000000,0.194313,0.057647
1430.000000,0.040430,0.281024,0.000000,0.230217,0.015637,0.136820,0.038850,0.033071,0.082698,0.000000,0.194793,0.060708
1432.000000,0.043771,0.283269,0.001615,0.232902,0.016912,0.140195,0.043798,0.036953,0.086412,0.000000,0.196283,0.063055
1434.000000,0.046644,0.284795,0.003956,0.234073,0.020676,0.143704,0.044835,0.040777,0.089001,0.000000,0.199172,0.064838
1436.000000,0.048998,0.288037,0.004598,0.238993,0.021420,0.147556,0.051334,0.046520,0.092245,0.000000,0.202457,0.068190
1438.000000,0.052205,0.291027,0.007486,0.243344,0.022639,0.150149,0.054176,0.049608,0.099275,0.000000,0.204496,0.069672
1440.000000,0.053618,0.292614,0.009768,0.244760,0.025385,0.157960,0.056791,0.056890,0.101427,0.000000,0.206909,0.071783
1442.000000,0.057710,0.297704,0.011996,0.250962,0.030040,0.160684,0.061764,0.061425,0.105710,0.000000,0.211079,0.074581
1444.000000,0.060403,0.298640,0.014650,0.253037,0.033640,0.168298,0.066418,0.068042,0.111421,0.000000,0.212548,0.076933
1446.000000,0.064378,0.299067,0.017396,0.258100,0.034744,0.170132,0.069006,0.072037,0.114930,0.000000,0.217577,0.080167
1448.000000,0.068523,0.302119,0.019533,0.259655,0.035967,0.175958,0.074837,0.075987,0.118584,0.000000,0.221634,0.084358
1450.000000,0.072713,0.305892,0.022233,0.265274,0.040893,0.180017,0.080333,0.084068,0.122950,0.000000,0.223757,0.087025
1452.000000,0.074309,0.307070,0.024484,0.269107,0.041232,0.186521,0.084364,0.086861,0.127734,0.000000,0.227788,0.089250
1454.000000,0.076406,0.312466,0.027961,0.272053,0.044008,0.189468,0.087956,0.093927,0.132286,0.001097,0.231441,0.092633
1456.000000,0.081605,0.315502,0.031447,0.276456,0.049457,0.195299,0.091587,0.099875,0.137194,0.005186,0.234484,0.095639
1458.000000,0.084182,0.317196,0.031882,0.280093,0.051554,0.200463,0.098111,0.105913,0.140771,0.007041,0.236923,0.098312
1460.000000,0.087992,0.322194,0.035039,0.285506,0.053167,0.204719,0.102701,0.110173,0.146684,0.010342,0.238631,0.102744
1462.000000,0.090764,0.324917,0.039234,0.290290,0.057879,0.207921,0.108492,0.117354,0.151633,0.012765,0.244319,0.104968
1464.000000,0.095779,0.325524,0.043241,0.294743,0.060989,0.215242,0.113078,0.121798,0.155004,0.016078,0.248555,0.108772
1466.000000,0.100115,0.328643,0.044792,0.298283,0.061570,0.218418,0.115421,0.129448,0.158687,0.016387,0.253662,0.113337
1468.000000,0.102004,0.331702,0.045613,0.301632,0.065375,0.224967,0.123562,0.136379,0.162244,0.018550,0.253134,0.116968
1470.000000,0.105447,0.337064,0.049523,0.305041,0.070329,0.230203,0.123911,0.141782,0.169382,0.023190,0.259316,0.118514
1472.000000,0.107774,0.338672,0.051539,0.309642,0.070460,0.235406,0.131274,0.146761,0.174072,0.022108,0.260097,0.121505
1474.000000,0.113478,0.343027,0.055383,0.314482,0.074633,0.238826,0.136086,0.150018,0.178743,0.027515,0.264689,0.122700
1476.000000,0.117523,0.343295,0.058447,0.318356,0.076663,0.242442,0.139124,0.156997,0.183591,0.030326,0.268572,0.127252
1478.000000,0.120621,0.345987,0.059523,0.322394,0.079310,0.249218,0.144226,0.165030,0.188624,0.032861,0.271658,0.131281
1480.000000,0.122989,0.346672,0.065627,0.326078,0.080906,0.252786,0.149930,0.167380,0.192495,0.036069,0.273356,0.133981
1482.000000,0.126474,0.352420,0.066579,0.330165,0.082973,0.257912,0.153593,0.171240,0.195289,0.038144,0.277440,0.136490
1484.000000,0.130242,0.355187,0.068738,0.331525,0.085905,0.263540,0.155926,0.179818,0.199361,0.039542,0.280499,0.137377
1486.000000,0.133073,0.356976,0.069292,0.336139,0.087737,0.265510,0.160147,0.184075,0.203570,0.040698,0.280512,0.143290
1488.000000,0.135249,0.359812,0.072062,0.342167,0.091770,0.270153,0.164385,0.189829,0.205793,0.042844,0.286116,0.143669
1490.000000,0.137676,0.363451,0.073688,0.343148,0.094030,0.273847,0.166149,0.193757,0.211804,0.046920,0.289053,0.147807
1492.000000,0.140998,0.364889,0.076008,0.347801,0.094294,0.280064,0.173024,0.196616,0.215402,0.048817,0.291425,0.149205
1494.000000,0.142931,0.365648,0.078254,0.349896,0.096615,0.280670,0.175865,0.200742,0.219544,0.049585,0.292100,0.151722
1496.000000,0.147943,0.368221,0.081617,0.352778,0.099775,0.283633,0.177788,0.206098,0.222019,0.051400,0.295774,0.153939
1498.000000,0.149888,0.371995,0.082220,0.357931,0.101649,0.290940,0.180203,0.210402,0.225861,0.052862,0.299180,0.156112
1500.000000,0.149333,0.370528,0.083699,0.359706,0.103029,0.294443,0.186015,0.214041,0.229389,0.055158,0.302827,0.159931
1502.000000,0.154463,0.372340,0.086769,0.361694,0.105262,0.294488,0.185015,0.218151,0.229694,0.058060,0.302458,0.159816
1504.000000,0.154943,0.373776,0.088551,0.363337,0.107913,0.299427,0.191024,0.221368,0.235270,0.058247,0.307235,0.163620
1506.000000,0.156566,0.378210,0.087705,0.365500,0.107396,0.301177,0.194239,0.225312,0.235612,0.059625,0.307726,0.162130
1508.000000,0.158294,0.378255,0.090211,0.368549,0.110533,0.306402,0.196027,0.228661,0.241076,0.060345,0.308453,0.165490
1510.000000,0.161143,0.383256,0.093036,0.372136,0.110913,0.307893,0.196995,0.232391,0.240760,0.060662,0.310659,0.166167
1512.000000,0.162199,0.383130,0.091130,0.372937,0.113079,0.312672,0.200266,0.233731,0.243544,0.064433,0.311267,0.168203
1514.000000,0.163399,0.383164,0.095034,0.374633,0.114457,0.313213,0.203065,0.238944,0.246425,0.066407,0.314596,0.170338
1516.000000,0.165946,0.383566,0.094971,0.377031,0.115597,0.315190,0.203382,0.239879,0.246948,0.064863,0.316868,0.170431
1518.000000,0.168076,0.384899,0.096023,0.379310,0.117315,0.317148,0.207180,0.242299,0.249286,0.066604,0.315687,0.173416
1520.000000,0.167493,0.385820,0.097396,0.380386,0.116964,0.320409,0.208147,0.245770,0.253843,0.068695,0.318470,0.174266
1522.000000,0.170621,0.388097,0.096494,0.383517,0.120554,0.319568,0.210016,0.246301,0.252322,0.067657,0.319829,0.175587
1524.000000,0.169825,0.390306,0.097142,0.385421,0.118993,0.321809,0.210809,0.250661,0.254508,0.069571,0.318000,0.174852
1526.000000,0.170203,0.389472,0.100906,0.385590,0.121209,0.324792,0.212716,0.252326,0.257891,0.067518,0.323001,0.177354
1528.000000,0.174320,0.390328,0.101426,0.386504,0.120375,0.326503,0.213380,0.253546,0.257474,0.071731,0.322829,0.179735
1530.000000,0.175153,0.389063,0.102447,0.386888,0.121213,0.327548,0.216077,0.256050,0.258588,0.072980,0.322120,0.177566
1532.000000,0.176227,0.389642,0.101470,0.388346,0.123166,0.329794,0.218573,0.255739,0.261006,0.072416,0.323554,0.179586
1534.000000,0.175893,0.394352,0.100120,0.388640,0.123928,0.330105,0.218801,0.259802,0.262687,0.072559,0.327078,0.181833
1536.000000,0.177384,0.391813,0.102562,0.391020,0.122650,0.333577,0.220246,0.260906,0.264131,0.072608,0.325722,0.182012
1538.000000,0.179027,0.394278,0.102354,0.392194,0.123567,0.332950,0.223070,0.260981,0.266016,0.072852,0.327617,0.182449
1540.000000,0.177077,0.393917,0.103867,0.391239,0.123974,0.333330,0.221550,0.263068,0.265069,0.072375,0.329376,0.182549
1542.000000,0.179680,0.393720,0.103622,0.393974,0.124737,0.334754,0.223230,0.263686,0.266471,0.076129,0.328373,0.183267
1544.000000,0.179015,0.395133,0.105160,0.393490,0.125823,0.335028,0.224455,0.265126,0.266948,0.071271,0.328229,0.182952
1546.000000,0.178521,0.396408,0.105071,0.395274,0.124661,0.336194,0.221830,0.266013,0.269087,0.072985,0.328359,0.182192
1548.000000,0.178298,0.394670,0.104925,0.395517,0.125306,0.338957,0.227055,0.265743,0.269913,0.074890,0.325814,0.181936
1550.000000,0.178608,0.396822,0.102892,0.394353,0.126115,0.336273,0.224355,0.267265,0.269999,0.073477,0.329803,0.183729
1552.000000,0.180632,0.395338,0.104328,0.395168,0.127721,0.336680,0.226516,0.267663,0.269592,0.072996,0.328253,0.184195
1554.000000,0.181023,0.394774,0.103409,0.397214,0.125950,0.337347,0.225626,0.269774,0.269647,0.073428,0.329864,0.184172
1556.000000,0.182778,0.396846,0.103919,0.395602,0.125639,0.338164,0.225877,0.268173,0.269723,0.073946,0.331507,0.185199
1558.000000,0.182681,0.396117,0.104487,0.395702,0.127160,0.339300,0.227653,0.269464,0.269906,0.074183,0.329966,0.182663
1560.000000,0.182755,0.396626,0.105759,0.395723,0.128089,0.340220,0.227980,0.268765,0.269518,0.073157,0.329815,0.183445
1562.000000,0.180833,0.394996,0.104652,0.396697,0.127760,0.337964,0.230066,0.272025,0.269742,0.073646,0.330497,0.185519
1564.000000,0.179337,0.396026,0.106001,0.396809,0.128056,0.338788,0.227610,0.269589,0.271977,0.072657,0.330344,0.183869
1566.000000,0.181224,0.393732,0.105329,0.397308,0.127854,0.340108,0.227542,0.269237,0.272495,0.075100,0.330627,0.181894
1568.000000,0.181086,0.394621,0.104159,0.398035,0.126508,0.339708,0.226293,0.271582,0.270143,0.074306,0.331036,0.184888
1570.000000,0.183259,0.396480,0.103503,0.397073,0.125930,0.340483,0.229977,0.269479,0.272225,0.073211,0.329693,0.184243
1572.000000,0.180779,0.393927,0.104957,0.396581,0.126757,0.339278,0.227951,0.271375,0.271079,0.073557,0.332078,0.183600
1574.000000,0.181168,0.395981,0.102962,0.397476,0.127553,0.340891,0.229441,0.271348,0.271637,0.073815,0.330339,0.184458
1576.000000,0.181524,0.393814,0.103032,0.395981,0.126311,0.340046,0.228975,0.272139,0.270076,0.071999,0.327434,0.182495
1578.000000,0.181375,0.394975,0.103562,0.396625,0.125094,0.339273,0.227668,0.272401,0.271987,0.070819,0.328835,0.183713
1580.000000,0.182368,0.394630,0.104074,0.397372,0.126494,0.341451,0.228380,0.270758,0.270681,0.072642,0.328330,0.182804
1582.000000,0.180250,0.394082,0.103014,0.395244,0.125303,0.338019,0.227445,0.271932,0.272176,0.071744,0.329927,0.185841
1584.000000,0.182935,0.393366,0.102109,0.396959,0.126749,0.336830,0.227827,0.270274,0.270978,0.072572,0.329521,0.183579
1586.000000,0.181135,0.393535,0.102440,0.396252,0.125214,0.340231,0.228044,0.271139,0.272404,0.073048,0.329356,0.181902
1588.000000,0.181214,0.395475,0.103041,0.395163,0.126033,0.339267,0.228240,0.270808,0.269765,0.073302,0.329792,0.180950
1590.000000,0.179997,0.393896,0.102933,0.394539,0.126559,0.339373,0.228814,0.270648,0.271622,0.073486,0.330398,0.179896
1592.000000,0.181292,0.392643,0.102960,0.396235,0.125263,0.337628,0.227203,0.271736,0.270287,0.071283,0.328941,0.179518
1594.000000,0.181336,0.394131,0.102159,0.394971,0.125936,0.338052,0.227032,0.271368,0.271327,0.071283,0.328497,0.180683
1596.000000,0.180742,0.394651,0.101658,0.395080,0.125677,0.338455,0.226819,0.270446,0.270253,0.069643,0.329617,0.180956
1598.000000,0.179059,0.391322,0.102009,0.396902,0.123540,0.338453,0.226989,0.268939,0.271091,0.069627,0.328227,0.181672
1600.000000,0.179709,0.393081,0.100342,0.396146,0.125554,0.338395,0.227519,0.269869,0.270351,0.070941,0.330403,0.178963
1602.000000,0.178608,0.391501,0.101072,0.394775,0.124652,0.337452,0.227140,0.271045,0.270110,0.070767,0.326509,0.180364
1604.000000,0.178749,0.392398,0.098946,0.393114,0.123756,0.338227,0.228291,0.271928,0.270284,0.070262,0.328176,0.178645
1606.000000,0.179784,0.390639,0.100604,0.396363,0.124833,0.335833,0.227473,0.270639,0.267113,0.069211,0.327847,0.179491
1608.000000,0.177553,0.391696,0.100839,0.393260,0.124620,0.338716,0.227209,0.268929,0.268428,0.068805,0.328477,0.179688
1610.000000,0.177503,0.389789,0.100344,0.394428,0.124270,0.335887,0.226432,0.270597,0.270579,0.069933,0.328649,0.176916
1612.000000,0.178563,0.391367,0.101164,0.395271,0.124344,0.337275,0.227133,0.269761,0.270395,0.069583,0.327912,0.177555
1614.000000,0.177930,0.391630,0.098827,0.394825,0.122657,0.337321,0.227220,0.271038,0.269849,0.070654,0.328589,0.178720
1616.000000,0.180043,0.390941,0.099194,0.394071,0.121840,0.336537,0.225248,0.269589,0.268570,0.068289,0.326623,0.178150
1618.000000,0.177741,0.389273,0.099845,0.393947,0.122387,0.336518,0.226707,0.269271,0.269286,0.068642,0.325857,0.176626
1620.000000,0.178569,0.391477,0.099643,0.393006,0.124856,0.336277,0.225886,0.268841,0.266313,0.069228,0.327839,0.178365
1622.000000,0.177665,0.390606,0.098783,0.392810,0.122376,0.335559,0.223430,0.269489,0.266913,0.068526,0.327333,0.178206
1624.000000,0.176756,0.390055,0.097956,0.391413,0.121094,0.337916,0.226040,0.268799,0.268342,0.067728,0.327230,0.178691
1626.000000,0.180765,0.390450,0.098469,0.393344,0.122861,0.335618,0.226862,0.268914,0.267564,0.066872,0.326825,0.177087
1628.000000,0.178265,0.388328,0.098462,0.392877,0.123606,0.337688,0.225849,0.270230,0.268539,0.065736,0.328421,0.176304
1630.000000,0.178114,0.392054,0.097251,0.390221,0.121585,0.335314,0.225607,0.269669,0.266208,0.068181,0.326954,0.176214
1632.000000,0.177724,0.389947,0.097241,0.395668,0.121056,0.336004,0.226865,0.269235,0.267868,0.068018,0.326327,0.176597
1634.000000,0.178646,0.388377,0.098661,0.393252,0.119896,0.334222,0.226916,0.268248,0.266363,0.066607,0.325348,0.175940
1636.000000,0.179240,0.388096,0.098185,0.394078,0.123099,0.337102,0.224569,0.268933,0.267492,0.066045,0.325078,0.174839
1638.000000,0.175897,0.388893,0.097733,0.394207,0.120864,0.335430,0.225540,0.267325,0.267150,0.067204,0.325871,0.176451
1640.000000,0.176615,0.387923,0.096667,0.394103,0.122888,0.333928,0.224769,0.266250,0.268959,0.065637,0.325935,0.176537
1642.000000,0.179193,0.388982,0.096516,0.391831,0.120218,0.334461,0.225882,0.269584,0.264523,0.065281,0.326941,0.176135
1644.000000,0.176347,0.387793,0.097356,0.392320,0.122643,0.334937,0.226195,0.267129,0.266802,0.065785,0.324691,0.174808
1646.000000,0.177871,0.389929,0.097069,0.394455,0.123152,0.336776,0.225867,0.267507,0.266533,0.067116,0.326736,0.174508
1648.000000,0.175232,0.387773,0.097856,0.392821,0.122915,0.335514,0.223269,0.268913,0.266806,0.066912,0.325106,0.175861
1650.000000,0.176666,0.390538,0.098670,0.393541,0.123490,0.335672,0.223792,0.266746,0.266802,0.067375,0.325155,0.174656
1652.000000,0.177058,0.387409,0.097719,0.392913,0.121780,0.333248,0.226648,0.267007,0.267792,0.065690,0.325383,0.174344
1654.000000,0.176373,0.386824,0.096358,0.393014,0.122880,0.332542,0.224875,0.267394,0.266617,0.066486,0.326845,0.174438
1656.000000,0.175227,0.387280,0.095296,0.394830,0.120991,0.333591,0.221876,0.266791,0.267060,0.064371,0.325578,0.174764
1658.000000,0.178624,0.388485,0.096602,0.394084,0.120691,0.335475,0.226380,0.265580,0.266895,0.067624,0.326957,0.174895
1660.000000,0.176871,0.386497,0.095174,0.393829,0.119771,0.335129,0.226093,0.267112,0.267274,0.065592,0.324944,0.173245
1662.000000,0.177851,0.388186,0.096044,0.391305,0.122296,0.333289,0.226594,0.267876,0.266506,0.065831,0.325665,0.175222
1664.000000,0.174105,0.386563,0.096159,0.393165,0.121405,0.335529,0.226072,0.267806,0.268148,0.065038,0.328292,0.173611
1666.000000,0.176146,0.389331,0.097050,0.393480,0.120416,0.333909,0.224102,0.267358,0.264474,0.064604,0.324033,0.174601
1668.000000,0.177223,0.388456,0.095517,0.392849,0.122227,0.335100,0.225692,0.266641,0.267117,0.063445,0.324211,0.171718
1670.000000,0.174592,0.388704,0.095456,0.391777,0.120713,0.335818,0.224058,0.268282,0.266707,0.065305,0.324969,0.174255
